Timestamp_ms,K_Type_Temp_C,PT100_Temp_C,Error_C
4414500,75.18,75.13,0.05
4415000,75.2,75.12,0.07
4415500,75.33,75.11,0.21
4416000,75.26,75.1,0.16
4416500,75.22,75.09,0.12
4417000,75.13,75.08,0.04
4417500,75.04,75.08,-0.04
4418000,75.05,75.07,-0.02
4418500,74.9,75.06,-0.16
4419000,74.91,75.05,-0.14
4419500,74.91,75.04,-0.13
4420000,74.97,75.03,-0.06
4420500,75.16,75.02,0.13
4421000,75.31,75.02,0.29
4421500,75.49,75.01,0.48
4422000,75.37,75.0,0.37
4422500,75.23,75.0,0.24
4423000,75.16,74.99,0.17
4423500,75.36,74.98,0.38
4424000,75.42,74.97,0.45
4424500,75.49,74.97,0.53
4425000,75.48,74.96,0.52
4425500,75.28,74.96,0.32
4426000,75.04,74.95,0.09
4426500,75.04,74.94,0.09
4427000,75.12,74.94,0.18
4427500,75.29,74.93,0.36
4428000,75.41,74.93,0.48
4428500,75.21,74.92,0.28
4429000,74.92,74.92,-0.0
4429500,74.9,74.91,-0.02
4430000,74.91,74.91,-0.01
4430500,74.82,74.91,-0.08
4431000,74.94,74.9,0.04
4431500,74.87,74.9,-0.03
4432000,74.65,74.89,-0.25
4432500,74.83,74.89,-0.06
4433000,74.81,74.89,-0.07
4433500,74.82,74.88,-0.07
4434000,74.46,74.88,-0.42
4434500,74.33,74.88,-0.55
4435000,74.35,74.87,-0.52
4435500,74.11,74.87,-0.76
4436000,74.04,74.87,-0.83
4436500,74.13,74.87,-0.73
4437000,74.07,74.86,-0.8
4437500,73.99,74.86,-0.87
4438000,74.05,74.86,-0.81
4438500,74.17,74.86,-0.69
4439000,74.25,74.85,-0.61
4439500,74.08,74.85,-0.78
4440000,74.05,74.85,-0.81
4440500,74.04,74.85,-0.81
4441000,74.1,74.85,-0.75
4441500,73.98,74.85,-0.87
4442000,74.15,74.84,-0.7
4442500,74.08,74.84,-0.76
4443000,73.92,74.84,-0.93
4443500,74.08,74.84,-0.76
4444000,74.03,74.84,-0.81
4444500,74.25,74.84,-0.59
4445000,74.23,74.84,-0.61
4445500,74.01,74.84,-0.82
4446000,74.3,74.83,-0.53
4446500,74.2,74.83,-0.63
4447000,74.16,74.83,-0.67
4447500,73.93,74.83,-0.9
4448000,74.09,74.83,-0.74
4448500,74.26,74.83,-0.57
4449000,74.45,74.83,-0.38
4449500,74.34,74.83,-0.49
4450000,74.5,74.83,-0.33
4450500,74.6,74.83,-0.23
4451000,74.75,74.82,-0.08
4451500,74.95,74.82,0.13
4452000,74.79,74.82,-0.04
4452500,74.69,74.82,-0.13
4453000,74.75,74.82,-0.07
4453500,74.98,74.82,0.16
4454000,75.13,74.82,0.31
4454500,75.25,74.82,0.44
4455000,74.97,74.82,0.15
4455500,75.14,74.81,0.33
4456000,75.22,74.81,0.4
4456500,75.01,74.81,0.2
4457000,75.08,74.81,0.27
4457500,75.09,74.81,0.28
4458000,75.07,74.81,0.27
4458500,75.12,74.81,0.31
4459000,75.23,74.8,0.43
4459500,75.15,74.8,0.35
4460000,75.21,74.8,0.41
4460500,74.98,74.8,0.18
4461000,74.85,74.8,0.05
4461500,74.94,74.79,0.14
4462000,74.77,74.79,-0.02
4462500,74.84,74.79,0.05
4463000,74.85,74.79,0.06
4463500,74.92,74.78,0.14
4464000,75.17,74.78,0.39
4464500,74.99,74.78,0.21
4465000,75.07,74.78,0.3
4465500,75.0,74.77,0.23
4466000,74.8,74.77,0.03
4466500,74.81,74.77,0.05
4467000,74.61,74.76,-0.15
4467500,74.71,74.76,-0.05
4468000,74.85,74.75,0.1
4468500,74.87,74.75,0.12
4469000,74.88,74.75,0.13
4469500,75.04,74.74,0.3
4470000,75.08,74.74,0.34
4470500,75.08,74.73,0.34
4471000,75.24,74.73,0.51
4471500,75.3,74.72,0.58
4472000,75.11,74.72,0.4
4472500,75.03,74.71,0.32
4473000,75.12,74.7,0.42
4473500,74.98,74.7,0.28
4474000,75.11,74.69,0.42
4474500,75.1,74.68,0.41
4475000,75.11,74.68,0.43
4475500,75.02,74.67,0.35
4476000,74.95,74.66,0.28
4476500,74.64,74.66,-0.02
4477000,74.56,74.65,-0.09
4477500,74.58,74.64,-0.06
4478000,74.48,74.63,-0.15
4478500,74.04,74.62,-0.59
4479000,74.09,74.62,-0.53
4479500,74.53,74.61,-0.08
4480000,74.55,74.6,-0.04
4480500,74.91,74.59,0.32
4481000,74.78,74.58,0.2
4481500,74.97,74.57,0.4
4482000,74.86,74.56,0.3
4482500,74.77,74.55,0.23
4483000,75.09,74.54,0.56
4483500,74.84,74.53,0.32
4484000,74.83,74.52,0.31
4484500,74.87,74.5,0.37
4485000,75.0,74.49,0.51
4485500,75.0,74.48,0.52
4486000,74.73,74.47,0.26
4486500,74.46,74.45,0.0
4487000,74.46,74.44,0.02
4487500,74.46,74.43,0.04
4488000,74.28,74.41,-0.13
4488500,74.32,74.4,-0.08
4489000,74.32,74.39,-0.07
4489500,74.07,74.37,-0.31
4490000,74.01,74.36,-0.35
4490500,74.07,74.34,-0.28
4491000,74.08,74.33,-0.25
4491500,74.19,74.31,-0.12
4492000,74.38,74.3,0.09
4492500,74.2,74.28,-0.08
4493000,74.25,74.26,-0.01
4493500,74.37,74.25,0.12
4494000,74.34,74.23,0.11
4494500,74.45,74.21,0.23
4495000,74.56,74.19,0.37
4495500,74.66,74.18,0.48
4496000,74.63,74.16,0.47
4496500,74.53,74.14,0.39
4497000,74.53,74.12,0.41
4497500,74.52,74.1,0.42
4498000,74.29,74.08,0.2
4498500,74.3,74.06,0.24
4499000,74.18,74.04,0.14
4499500,74.27,74.02,0.25
4500000,74.15,74.0,0.15
4500500,74.06,73.98,0.08
4501000,73.99,73.96,0.04
4501500,74.06,73.94,0.12
4502000,74.29,73.91,0.38
4502500,74.17,73.89,0.28
4503000,73.91,73.87,0.04
4503500,74.0,73.85,0.15
4504000,74.15,73.82,0.33
4504500,74.2,73.8,0.4
4505000,74.14,73.78,0.37
4505500,74.1,73.75,0.35
4506000,74.09,73.73,0.36
4506500,74.2,73.7,0.5
4507000,74.13,73.68,0.45
4507500,74.07,73.65,0.42
4508000,74.1,73.63,0.48
4508500,73.99,73.6,0.38
4509000,74.07,73.57,0.5
4509500,74.35,73.55,0.8
4510000,74.26,73.52,0.74
4510500,74.13,73.49,0.64
4511000,74.24,73.47,0.77
4511500,73.99,73.44,0.55
4512000,73.99,73.41,0.58
4512500,73.98,73.38,0.6
4513000,73.79,73.36,0.44
4513500,73.72,73.33,0.39
4514000,73.6,73.3,0.3
4514500,73.57,73.27,0.3
4515000,73.56,73.24,0.32
4515500,73.72,73.21,0.51
4516000,73.71,73.18,0.53
4516500,73.78,73.15,0.63
4517000,73.88,73.12,0.76
4517500,73.77,73.09,0.68
4518000,73.96,73.06,0.9
4518500,74.01,73.03,0.98
4519000,74.14,73.0,1.14
4519500,74.09,72.97,1.12
4520000,74.2,72.93,1.27
4520500,73.93,72.9,1.03
4521000,73.86,72.87,0.99
4521500,73.66,72.84,0.82
4522000,73.55,72.81,0.75
4522500,73.44,72.77,0.67
4523000,73.35,72.74,0.61
4523500,73.24,72.71,0.53
4524000,73.27,72.67,0.6
4524500,73.24,72.64,0.6
4525000,73.54,72.61,0.93
4525500,73.47,72.57,0.9
4526000,73.39,72.54,0.85
4526500,73.21,72.51,0.7
4527000,73.28,72.47,0.81
4527500,73.13,72.44,0.69
4528000,73.3,72.4,0.89
4528500,73.34,72.37,0.97
4529000,73.18,72.33,0.84
4529500,72.76,72.3,0.46
4530000,72.55,72.26,0.29
4530500,72.34,72.23,0.11
4531000,72.54,72.19,0.35
4531500,72.43,72.16,0.27
4532000,72.43,72.12,0.31
4532500,72.77,72.09,0.68
4533000,72.66,72.05,0.61
4533500,72.65,72.02,0.63
4534000,72.75,71.98,0.77
4534500,72.83,71.94,0.89
4535000,72.93,71.91,1.02
4535500,73.16,71.87,1.29
4536000,72.89,71.84,1.06
4536500,72.55,71.8,0.75
4537000,72.51,71.76,0.75
4537500,72.34,71.73,0.61
4538000,72.35,71.69,0.66
4538500,72.79,71.66,1.14
4539000,72.53,71.62,0.91
4539500,72.62,71.58,1.03
4540000,72.4,71.55,0.86
4540500,72.22,71.51,0.71
4541000,72.29,71.47,0.82
4541500,72.05,71.44,0.62
4542000,72.1,71.4,0.7
4542500,72.23,71.37,0.87
4543000,72.26,71.33,0.93
4543500,72.29,71.29,1.0
4544000,72.25,71.26,0.99
4544500,72.39,71.22,1.17
4545000,72.4,71.18,1.22
4545500,72.18,71.15,1.04
4546000,72.15,71.11,1.04
4546500,71.82,71.08,0.75
4547000,71.91,71.04,0.87
4547500,72.11,71.0,1.11
4548000,71.71,70.97,0.74
4548500,71.73,70.93,0.8
4549000,71.66,70.9,0.76
4549500,71.71,70.86,0.85
4550000,71.81,70.83,0.98
4550500,71.57,70.79,0.78
4551000,71.17,70.76,0.41
4551500,71.22,70.72,0.5
4552000,71.05,70.69,0.37
4552500,70.98,70.65,0.33
4553000,70.81,70.62,0.2
4553500,70.51,70.58,-0.07
4554000,70.39,70.55,-0.16
4554500,70.52,70.51,0.0
4555000,70.47,70.48,-0.01
4555500,70.6,70.45,0.16
4556000,70.52,70.41,0.11
4556500,70.6,70.38,0.23
4557000,70.6,70.34,0.26
4557500,70.46,70.31,0.15
4558000,70.33,70.28,0.05
4558500,70.28,70.25,0.03
4559000,70.44,70.21,0.23
4559500,70.18,70.18,-0.0
4560000,69.85,70.15,-0.3
4560500,69.79,70.12,-0.33
4561000,69.94,70.09,-0.15
4561500,69.95,70.05,-0.11
4562000,69.92,70.02,-0.1
4562500,70.05,69.99,0.06
4563000,70.0,69.96,0.04
4563500,69.81,69.93,-0.12
4564000,69.9,69.9,-0.0
4564500,69.87,69.87,0.01
4565000,69.81,69.84,-0.03
4565500,69.76,69.81,-0.05
4566000,70.15,69.78,0.36
4566500,70.14,69.75,0.39
4567000,69.92,69.72,0.19
4567500,70.01,69.7,0.32
4568000,70.16,69.67,0.49
4568500,70.3,69.64,0.66
4569000,70.44,69.61,0.83
4569500,70.21,69.58,0.63
4570000,70.07,69.56,0.51
4570500,70.02,69.53,0.49
4571000,69.79,69.5,0.29
4571500,70.05,69.48,0.57
4572000,69.95,69.45,0.49
4572500,70.02,69.43,0.6
4573000,69.79,69.4,0.39
4573500,69.54,69.38,0.16
4574000,69.4,69.35,0.05
4574500,69.38,69.33,0.05
4575000,69.18,69.31,-0.13
4575500,69.24,69.28,-0.05
4576000,69.17,69.26,-0.09
4576500,69.26,69.24,0.03
4577000,69.45,69.21,0.24
4577500,69.63,69.19,0.44
4578000,69.82,69.17,0.65
4578500,69.63,69.15,0.49
4579000,69.51,69.13,0.39
4579500,69.4,69.11,0.29
4580000,69.45,69.09,0.36
4580500,69.18,69.07,0.11
4581000,69.12,69.05,0.08
4581500,69.19,69.03,0.16
4582000,69.01,69.01,-0.0
4582500,68.89,68.99,-0.1
4583000,69.19,68.97,0.22
4583500,69.4,68.96,0.44
4584000,69.35,68.94,0.41
4584500,69.52,68.92,0.59
4585000,69.21,68.91,0.3
4585500,69.25,68.89,0.36
4586000,69.26,68.87,0.38
4586500,69.25,68.86,0.39
4587000,69.35,68.84,0.5
4587500,69.13,68.83,0.3
4588000,68.99,68.82,0.17
4588500,69.01,68.8,0.21
4589000,69.03,68.79,0.24
4589500,68.98,68.78,0.2
4590000,69.04,68.76,0.28
4590500,68.81,68.75,0.06
4591000,68.57,68.74,-0.17
4591500,68.44,68.73,-0.29
4592000,68.36,68.72,-0.36
4592500,68.31,68.71,-0.39
4593000,68.55,68.7,-0.15
4593500,68.32,68.69,-0.37
4594000,68.05,68.68,-0.63
4594500,67.98,68.67,-0.69
4595000,67.9,68.66,-0.76
4595500,67.95,68.65,-0.71
4596000,67.9,68.64,-0.75
4596500,67.76,68.64,-0.88
4597000,67.83,68.63,-0.8
4597500,67.95,68.62,-0.67
4598000,67.88,68.62,-0.73
4598500,67.94,68.61,-0.67
4599000,68.01,68.61,-0.6
4599500,68.07,68.6,-0.53
4600000,67.88,68.6,-0.71
4600500,67.79,68.59,-0.8
4601000,67.97,68.59,-0.62
4601500,67.97,68.58,-0.62
4602000,68.13,68.58,-0.45
4602500,67.94,68.58,-0.64
4603000,68.16,68.58,-0.41
4603500,68.1,68.57,-0.47
4604000,68.04,68.57,-0.53
4604500,68.34,68.57,-0.23
4605000,68.56,68.57,-0.01
4605500,68.64,68.57,0.07
4606000,68.48,68.57,-0.09
4606500,68.42,68.57,-0.15
4607000,68.36,68.57,-0.21
4607500,68.42,68.57,-0.15
4608000,68.7,68.57,0.13
4608500,68.73,68.57,0.15
4609000,68.88,68.58,0.3
4609500,68.95,68.58,0.38
4610000,68.74,68.58,0.16
4610500,68.69,68.58,0.11
4611000,68.77,68.59,0.18
4611500,68.75,68.59,0.16
4612000,68.64,68.59,0.05
4612500,68.67,68.6,0.07
4613000,68.66,68.6,0.06
4613500,68.89,68.61,0.28
4614000,68.77,68.61,0.16
4614500,68.72,68.62,0.11
4615000,68.48,68.62,-0.15
4615500,68.42,68.63,-0.21
4616000,68.6,68.64,-0.04
4616500,68.67,68.64,0.03
4617000,68.73,68.65,0.08
4617500,68.73,68.66,0.07
4618000,68.61,68.66,-0.05
4618500,68.6,68.67,-0.07
4619000,68.68,68.68,-0.0
4619500,68.53,68.69,-0.16
4620000,68.12,68.7,-0.58
4620500,67.78,68.7,-0.93
4621000,67.85,68.71,-0.87
4621500,67.91,68.72,-0.82
4622000,67.9,68.73,-0.84
4622500,68.0,68.74,-0.74
4623000,68.0,68.75,-0.76
4623500,68.1,68.76,-0.66
4624000,68.25,68.77,-0.53
4624500,68.37,68.78,-0.41
4625000,68.54,68.79,-0.26
4625500,68.66,68.81,-0.15
4626000,68.93,68.82,0.11
4626500,68.92,68.83,0.09
4627000,68.62,68.84,-0.22
4627500,68.55,68.85,-0.31
4628000,68.71,68.86,-0.16
4628500,68.9,68.88,0.02
4629000,68.77,68.89,-0.12
4629500,68.72,68.9,-0.18
4630000,68.76,68.91,-0.15
4630500,68.72,68.93,-0.2
4631000,68.74,68.94,-0.2
4631500,68.92,68.95,-0.03
4632000,68.78,68.97,-0.19
4632500,68.85,68.98,-0.13
4633000,68.81,68.99,-0.18
4633500,69.01,69.01,0.0
4634000,69.12,69.02,0.1
4634500,68.91,69.04,-0.13
4635000,68.96,69.05,-0.09
4635500,68.91,69.06,-0.15
4636000,68.79,69.08,-0.29
4636500,68.48,69.09,-0.61
4637000,68.72,69.11,-0.38
4637500,68.9,69.12,-0.22
4638000,68.83,69.14,-0.3
4638500,68.9,69.15,-0.25
4639000,69.04,69.17,-0.13
4639500,69.1,69.18,-0.08
4640000,69.09,69.2,-0.11
4640500,68.96,69.21,-0.25
4641000,68.76,69.23,-0.47
4641500,68.78,69.24,-0.46
4642000,68.75,69.26,-0.51
4642500,68.91,69.27,-0.36
4643000,69.04,69.29,-0.25
4643500,68.89,69.3,-0.41
4644000,68.87,69.32,-0.45
4644500,68.68,69.33,-0.66
4645000,68.74,69.35,-0.6
4645500,68.99,69.36,-0.37
4646000,68.92,69.38,-0.46
4646500,68.9,69.39,-0.5
4647000,68.81,69.41,-0.6
4647500,68.69,69.42,-0.74
4648000,68.99,69.44,-0.45
4648500,68.85,69.45,-0.61
4649000,68.68,69.47,-0.79
4649500,68.74,69.48,-0.75
4650000,68.86,69.5,-0.64
4650500,69.02,69.52,-0.5
4651000,69.19,69.53,-0.34
4651500,69.23,69.55,-0.32
4652000,69.17,69.56,-0.39
4652500,69.36,69.57,-0.21
4653000,69.46,69.59,-0.13
4653500,69.42,69.6,-0.18
4654000,69.26,69.62,-0.35
4654500,69.45,69.63,-0.18
4655000,69.54,69.65,-0.11
4655500,69.45,69.66,-0.21
4656000,69.82,69.68,0.14
4656500,69.93,69.69,0.24
4657000,70.08,69.71,0.37
4657500,70.07,69.72,0.35
4658000,69.99,69.73,0.26
4658500,69.8,69.75,0.05
4659000,69.56,69.76,-0.2
4659500,69.56,69.77,-0.21
4660000,69.29,69.79,-0.5
4660500,69.51,69.8,-0.29
4661000,69.4,69.81,-0.41
4661500,69.42,69.83,-0.41
4662000,69.54,69.84,-0.3
4662500,69.62,69.85,-0.24
4663000,69.86,69.87,-0.0
4663500,69.95,69.88,0.07
4664000,69.79,69.89,-0.1
4664500,69.96,69.9,0.06
4665000,69.93,69.92,0.02
4665500,69.93,69.93,0.0
4666000,69.94,69.94,-0.0
4666500,69.89,69.95,-0.06
4667000,69.96,69.96,0.0
4667500,70.18,69.97,0.21
4668000,70.31,69.98,0.32
4668500,70.23,70.0,0.24
4669000,70.34,70.01,0.33
4669500,70.19,70.02,0.17
4670000,70.27,70.03,0.24
4670500,70.56,70.04,0.52
4671000,70.53,70.05,0.48
4671500,70.3,70.06,0.25
4672000,70.46,70.07,0.4
4672500,70.38,70.08,0.3
4673000,70.52,70.09,0.43
4673500,70.54,70.09,0.45
4674000,70.41,70.1,0.31
4674500,70.3,70.11,0.19
4675000,70.36,70.12,0.23
4675500,70.35,70.13,0.22
4676000,70.33,70.14,0.19
4676500,70.36,70.15,0.21
4677000,70.37,70.15,0.21
4677500,70.28,70.16,0.11
4678000,70.38,70.17,0.21
4678500,70.47,70.18,0.29
4679000,70.56,70.18,0.37
4679500,70.47,70.19,0.28
4680000,70.42,70.2,0.22
4680500,70.38,70.2,0.18
4681000,70.32,70.21,0.11
4681500,70.41,70.21,0.2
4682000,70.27,70.22,0.05
4682500,70.08,70.23,-0.14
4683000,70.07,70.23,-0.16
4683500,70.03,70.24,-0.21
4684000,69.78,70.24,-0.46
4684500,69.65,70.25,-0.59
4685000,69.72,70.25,-0.53
4685500,69.69,70.25,-0.56
4686000,69.95,70.26,-0.3
4686500,69.93,70.26,-0.33
4687000,69.66,70.27,-0.61
4687500,69.5,70.27,-0.77
4688000,69.57,70.27,-0.71
4688500,69.73,70.28,-0.54
4689000,69.68,70.28,-0.6
4689500,69.93,70.28,-0.35
4690000,69.96,70.29,-0.33
4690500,69.83,70.29,-0.46
4691000,69.83,70.29,-0.46
4691500,69.91,70.29,-0.38
4692000,69.9,70.29,-0.4
4692500,70.02,70.3,-0.27
4693000,70.02,70.3,-0.28
4693500,69.99,70.3,-0.3
4694000,70.22,70.3,-0.08
4694500,70.29,70.3,-0.01
4695000,70.34,70.3,0.04
4695500,70.41,70.3,0.11
4696000,70.03,70.3,-0.27
4696500,70.25,70.3,-0.05
4697000,70.2,70.3,-0.1
4697500,70.29,70.3,-0.02
4698000,70.18,70.3,-0.12
4698500,70.23,70.3,-0.08
4699000,70.55,70.3,0.25
4699500,70.16,70.3,-0.14
4700000,70.09,70.3,-0.21
4700500,70.15,70.3,-0.15
4701000,70.07,70.3,-0.23
4701500,69.91,70.3,-0.39
4702000,69.85,70.3,-0.45
4702500,69.87,70.3,-0.43
4703000,69.84,70.3,-0.46
4703500,69.79,70.29,-0.5
4704000,69.71,70.29,-0.58
4704500,69.66,70.29,-0.63
4705000,70.12,70.29,-0.17
4705500,70.21,70.29,-0.08
4706000,70.33,70.28,0.04
4706500,70.33,70.28,0.05
4707000,70.27,70.28,-0.01
4707500,70.2,70.28,-0.07
4708000,70.32,70.27,0.04
4708500,70.29,70.27,0.01
4709000,70.46,70.27,0.19
4709500,70.51,70.27,0.24
4710000,70.25,70.26,-0.01
4710500,70.27,70.26,0.01
4711000,70.14,70.26,-0.12
4711500,69.98,70.26,-0.28
4712000,70.18,70.25,-0.08
4712500,69.9,70.25,-0.35
4713000,69.53,70.25,-0.71
4713500,69.56,70.24,-0.68
4714000,69.39,70.24,-0.85
4714500,69.61,70.24,-0.63
4715000,69.96,70.23,-0.27
4715500,69.98,70.23,-0.25
4716000,70.01,70.23,-0.22
4716500,69.97,70.22,-0.26
4717000,69.96,70.22,-0.26
4717500,69.84,70.22,-0.37
4718000,69.72,70.21,-0.49
4718500,69.72,70.21,-0.49
4719000,69.46,70.21,-0.75
4719500,69.46,70.2,-0.74
4720000,69.53,70.2,-0.67
4720500,69.49,70.2,-0.71
4721000,69.55,70.19,-0.64
4721500,69.65,70.19,-0.54
4722000,69.61,70.19,-0.57
4722500,69.43,70.19,-0.76
4723000,69.35,70.18,-0.83
4723500,69.37,70.18,-0.81
4724000,69.75,70.18,-0.43
4724500,69.76,70.17,-0.41
4725000,69.72,70.17,-0.46
4725500,69.55,70.17,-0.62
4726000,69.55,70.17,-0.61
4726500,69.51,70.16,-0.65
4727000,69.64,70.16,-0.52
4727500,70.0,70.16,-0.16
4728000,70.3,70.16,0.15
4728500,70.17,70.16,0.01
4729000,70.18,70.15,0.03
4729500,70.0,70.15,-0.15
4730000,69.97,70.15,-0.18
4730500,70.04,70.15,-0.11
4731000,69.91,70.15,-0.24
4731500,69.88,70.15,-0.27
4732000,69.79,70.14,-0.36
4732500,69.76,70.14,-0.39
4733000,69.76,70.14,-0.38
4733500,69.69,70.14,-0.45
4734000,69.79,70.14,-0.35
4734500,69.8,70.14,-0.34
4735000,69.74,70.14,-0.4
4735500,69.76,70.14,-0.38
4736000,70.01,70.14,-0.14
4736500,70.13,70.14,-0.01
4737000,70.04,70.14,-0.1
4737500,70.15,70.14,0.01
4738000,70.29,70.14,0.15
4738500,70.42,70.14,0.28
4739000,70.21,70.15,0.06
4739500,70.31,70.15,0.16
4740000,70.64,70.15,0.49
4740500,70.67,70.15,0.52
4741000,70.6,70.15,0.44
4741500,70.85,70.16,0.69
4742000,71.28,70.16,1.13
4742500,71.16,70.16,1.0
4743000,71.05,70.16,0.89
4743500,71.17,70.17,1.0
4744000,71.02,70.17,0.85
4744500,70.84,70.17,0.67
4745000,71.0,70.18,0.82
4745500,70.74,70.18,0.56
4746000,70.67,70.19,0.48
4746500,70.75,70.19,0.56
4747000,70.72,70.2,0.53
4747500,70.65,70.2,0.45
4748000,70.62,70.21,0.41
4748500,70.53,70.21,0.32
4749000,70.33,70.22,0.11
4749500,70.53,70.23,0.31
4750000,70.63,70.23,0.4
4750500,70.72,70.24,0.47
4751000,70.81,70.25,0.56
4751500,70.87,70.26,0.62
4752000,70.92,70.26,0.66
4752500,70.73,70.27,0.46
4753000,70.78,70.28,0.5
4753500,70.65,70.29,0.36
4754000,70.71,70.3,0.41
4754500,70.74,70.31,0.43
4755000,70.75,70.32,0.44
4755500,70.67,70.33,0.34
4756000,70.43,70.34,0.09
4756500,70.38,70.35,0.03
4757000,70.5,70.36,0.14
4757500,70.32,70.37,-0.06
4758000,70.45,70.38,0.07
4758500,70.44,70.4,0.05
4759000,70.46,70.41,0.05
4759500,70.48,70.42,0.06
4760000,70.33,70.43,-0.1
4760500,70.58,70.45,0.14
4761000,70.64,70.46,0.18
4761500,70.39,70.47,-0.09
4762000,70.44,70.49,-0.05
4762500,70.58,70.5,0.08
4763000,70.74,70.52,0.23
4763500,70.33,70.53,-0.2
4764000,70.46,70.55,-0.09
4764500,70.43,70.57,-0.13
4765000,70.09,70.58,-0.49
4765500,69.99,70.6,-0.61
4766000,70.05,70.62,-0.57
4766500,70.45,70.63,-0.18
4767000,70.43,70.65,-0.22
4767500,70.49,70.67,-0.18
4768000,70.63,70.69,-0.06
4768500,70.6,70.71,-0.11
4769000,70.62,70.72,-0.11
4769500,70.47,70.74,-0.27
4770000,70.31,70.76,-0.45
4770500,70.36,70.78,-0.43
4771000,70.26,70.8,-0.55
4771500,70.71,70.83,-0.11
4772000,70.7,70.85,-0.15
4772500,70.89,70.87,0.02
4773000,70.7,70.89,-0.19
4773500,70.79,70.91,-0.12
4774000,70.51,70.93,-0.42
4774500,70.49,70.96,-0.47
4775000,70.52,70.98,-0.46
4775500,70.47,71.0,-0.53
4776000,70.69,71.03,-0.34
4776500,70.52,71.05,-0.53
4777000,70.53,71.08,-0.54
4777500,70.92,71.1,-0.18
4778000,70.73,71.13,-0.39
4778500,70.88,71.15,-0.27
4779000,70.86,71.18,-0.31
4779500,70.77,71.2,-0.43
4780000,70.74,71.23,-0.49
4780500,70.68,71.26,-0.57
4781000,70.82,71.28,-0.47
4781500,71.04,71.31,-0.27
4782000,71.11,71.34,-0.23
4782500,71.07,71.36,-0.29
4783000,71.17,71.39,-0.22
4783500,71.23,71.42,-0.19
4784000,71.2,71.45,-0.25
4784500,71.31,71.48,-0.17
4785000,71.2,71.51,-0.31
4785500,71.38,71.54,-0.16
4786000,71.28,71.57,-0.28
4786500,71.49,71.6,-0.11
4787000,71.44,71.63,-0.19
4787500,71.54,71.66,-0.12
4788000,71.47,71.69,-0.22
4788500,71.55,71.72,-0.17
4789000,71.55,71.75,-0.2
4789500,71.33,71.78,-0.46
4790000,71.28,71.82,-0.54
4790500,71.09,71.85,-0.76
4791000,70.86,71.88,-1.02
4791500,71.02,71.91,-0.89
4792000,71.11,71.95,-0.84
4792500,70.97,71.98,-1.01
4793000,71.15,72.01,-0.87
4793500,70.83,72.05,-1.21
4794000,70.69,72.08,-1.39
4794500,70.98,72.11,-1.13
4795000,70.92,72.15,-1.23
4795500,71.0,72.18,-1.19
4796000,71.05,72.22,-1.17
4796500,71.2,72.25,-1.05
4797000,71.2,72.29,-1.09
4797500,71.08,72.32,-1.24
4798000,71.22,72.36,-1.13
4798500,71.24,72.39,-1.15
4799000,70.94,72.43,-1.49
4799500,70.98,72.46,-1.48
4800000,70.6,72.5,-1.9
4800500,70.77,72.54,-1.77
4801000,71.11,72.57,-1.46
4801500,71.26,72.61,-1.35
4802000,71.3,72.65,-1.34
4802500,71.45,72.68,-1.23
4803000,71.39,72.72,-1.33
4803500,71.45,72.76,-1.3
4804000,71.48,72.79,-1.32
4804500,71.83,72.83,-1.0
4805000,71.93,72.87,-0.93
4805500,72.12,72.9,-0.79
4806000,71.92,72.94,-1.03
4806500,72.17,72.98,-0.81
4807000,72.44,73.02,-0.58
4807500,72.4,73.06,-0.65
4808000,72.65,73.09,-0.44
4808500,72.54,73.13,-0.6
4809000,72.63,73.17,-0.53
4809500,72.81,73.21,-0.39
4810000,72.85,73.24,-0.39
4810500,72.75,73.28,-0.53
4811000,72.54,73.32,-0.78
4811500,72.59,73.36,-0.77
4812000,72.75,73.4,-0.64
4812500,72.76,73.43,-0.68
4813000,73.23,73.47,-0.24
4813500,73.23,73.51,-0.28
4814000,73.06,73.55,-0.49
4814500,73.15,73.59,-0.43
4815000,73.17,73.63,-0.45
4815500,73.36,73.66,-0.31
4816000,73.33,73.7,-0.37
4816500,73.47,73.74,-0.27
4817000,73.22,73.78,-0.56
4817500,73.09,73.82,-0.73
4818000,73.3,73.85,-0.55
4818500,73.38,73.89,-0.51
4819000,73.73,73.93,-0.2
4819500,73.79,73.97,-0.18
4820000,73.81,74.01,-0.19
4820500,73.65,74.04,-0.39
4821000,73.53,74.08,-0.55
4821500,73.74,74.12,-0.38
4822000,73.66,74.16,-0.49
4822500,73.5,74.19,-0.7
4823000,73.16,74.23,-1.07
4823500,73.23,74.27,-1.04
4824000,73.32,74.3,-0.98
4824500,73.18,74.34,-1.16
4825000,72.9,74.38,-1.48
4825500,73.12,74.41,-1.29
4826000,73.33,74.45,-1.12
4826500,73.5,74.49,-0.99
4827000,73.4,74.52,-1.12
4827500,73.38,74.56,-1.18
4828000,73.59,74.59,-1.01
4828500,73.5,74.63,-1.13
4829000,73.9,74.67,-0.77
4829500,73.94,74.7,-0.76
4830000,74.07,74.74,-0.66
4830500,74.2,74.77,-0.57
4831000,74.16,74.81,-0.65
4831500,74.5,74.84,-0.34
4832000,74.48,74.87,-0.4
4832500,74.46,74.91,-0.45
4833000,74.5,74.94,-0.44
4833500,74.64,74.98,-0.33
4834000,74.64,75.01,-0.37
4834500,74.74,75.04,-0.3
4835000,74.71,75.08,-0.37
4835500,74.64,75.11,-0.47
4836000,74.61,75.14,-0.53
